case_id,evidence_id,keyword,count,category,analyzed_at
CASE_2CF24DBA5F,EVID_00003,__risk_signal__financial,0,financial,2026-07-25T11:55:11.670Z
CASE_2CF24DBA5F,EVID_00003,__risk_signal__credential,0,credential,2026-07-25T11:55:11.670Z
CASE_2CF24DBA5F,EVID_00003,__risk_signal__threat,0,threat,2026-07-25T11:55:11.670Z
CASE_8F43434664,EVID_00004,lottery,1,financial,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00004,winner,1,financial,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00004,money,1,financial,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00004,wallet,1,financial,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00004,__risk_signal__urgency,0,urgency,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00004,__risk_signal__financial,4,financial,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00004,__risk_signal__credential,0,credential,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00004,__risk_signal__threat,0,threat,2026-07-25T11:55:12.159Z
CASE_8F43434664,EVID_00005,__risk_signal__urgency,0,urgency,2026-07-25T11:55:12.357Z
CASE_8F43434664,EVID_00005,__risk_signal__financial,0,financial,2026-07-25T11:55:12.357Z
CASE_8F43434664,EVID_00005,__risk_signal__credential,0,credential,2026-07-25T11:55:12.357Z
CASE_8F43434664,EVID_00005,__risk_signal__threat,0,threat,2026-07-25T11:55:12.357Z
CASE_8F43434664,EVID_00006,__risk_signal__urgency,0,urgency,2026-07-25T11:55:12.564Z
CASE_8F43434664,EVID_00006,__risk_signal__financial,0,financial,2026-07-25T11:55:12.564Z
CASE_8F43434664,EVID_00006,__risk_signal__credential,0,credential,2026-07-25T11:55:12.564Z
CASE_8F43434664,EVID_00006,__risk_signal__threat,0,threat,2026-07-25T11:55:12.564Z
CASE_F1278DD84F,EVID_00007,lottery,1,financial,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00007,winner,1,financial,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00007,money,1,financial,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00007,wallet,1,financial,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00007,__risk_signal__urgency,0,urgency,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00007,__risk_signal__financial,4,financial,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00007,__risk_signal__credential,0,credential,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00007,__risk_signal__threat,0,threat,2026-07-25T11:55:13.150Z
CASE_F1278DD84F,EVID_00008,lottery,1,financial,2026-07-25T11:55:13.429Z
CASE_F1278DD84F,EVID_00008,winner,1,financial,2026-07-25T11:55:13.429Z
CASE_F1278DD84F,EVID_00008,wallet,1,financial,2026-07-25T11:55:13.429Z
CASE_F1278DD84F,EVID_00008,__risk_signal__urgency,0,urgency,2026-07-25T11:55:13.429Z
CASE_F1278DD84F,EVID_00008,__risk_signal__financial,3,financial,2026-07-25T11:55:13.429Z
CASE_F1278DD84F,EVID_00008,__risk_signal__credential,0,credential,2026-07-25T11:55:13.429Z
CASE_F1278DD84F,EVID_00008,__risk_signal__threat,0,threat,2026-07-25T11:55:13.429Z
CASE_85B2471DFB,EVID_00009,lottery,1,financial,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00009,winner,1,financial,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00009,money,1,financial,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00009,wallet,1,financial,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00009,__risk_signal__urgency,0,urgency,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00009,__risk_signal__financial,4,financial,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00009,__risk_signal__credential,0,credential,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00009,__risk_signal__threat,0,threat,2026-07-25T11:55:14.058Z
CASE_85B2471DFB,EVID_00010,lottery,1,financial,2026-07-25T11:55:14.356Z
CASE_85B2471DFB,EVID_00010,winner,1,financial,2026-07-25T11:55:14.356Z
CASE_85B2471DFB,EVID_00010,wallet,1,financial,2026-07-25T11:55:14.356Z
CASE_85B2471DFB,EVID_00010,__risk_signal__urgency,0,urgency,2026-07-25T11:55:14.356Z
CASE_85B2471DFB,EVID_00010,__risk_signal__financial,3,financial,2026-07-25T11:55:14.356Z
CASE_85B2471DFB,EVID_00010,__risk_signal__credential,0,credential,2026-07-25T11:55:14.356Z
CASE_85B2471DFB,EVID_00010,__risk_signal__threat,0,threat,2026-07-25T11:55:14.356Z
CASE_7916EFB87E,EVID_00009,wallet,1,financial,2026-07-25T15:23:34.638Z
CASE_7916EFB87E,EVID_00009,__risk_signal__urgency,0,urgency,2026-07-25T15:23:34.638Z
CASE_7916EFB87E,EVID_00009,__risk_signal__financial,1,financial,2026-07-25T15:23:34.638Z
CASE_7916EFB87E,EVID_00009,__risk_signal__credential,0,credential,2026-07-25T15:23:34.638Z
CASE_7916EFB87E,EVID_00009,__risk_signal__threat,0,threat,2026-07-25T15:23:34.638Z
CASE_7916EFB87E,EVID_00010,wallet,3,financial,2026-07-25T15:23:49.734Z
CASE_7916EFB87E,EVID_00010,verify,2,credential,2026-07-25T15:23:49.734Z
CASE_7916EFB87E,EVID_00010,reward,2,financial,2026-07-25T15:23:49.734Z
CASE_7916EFB87E,EVID_00010,__risk_signal__urgency,0,urgency,2026-07-25T15:23:49.734Z
CASE_7916EFB87E,EVID_00010,__risk_signal__financial,5,financial,2026-07-25T15:23:49.734Z
CASE_7916EFB87E,EVID_00010,__risk_signal__credential,2,credential,2026-07-25T15:23:49.734Z
CASE_7916EFB87E,EVID_00010,__risk_signal__threat,0,threat,2026-07-25T15:23:49.734Z
CASE_7916EFB87E,EVID_00011,reward,3,financial,2026-07-25T15:24:03.770Z
CASE_7916EFB87E,EVID_00011,wallet,3,financial,2026-07-25T15:24:03.770Z
CASE_7916EFB87E,EVID_00011,__risk_signal__urgency,0,urgency,2026-07-25T15:24:03.770Z
CASE_7916EFB87E,EVID_00011,__risk_signal__financial,6,financial,2026-07-25T15:24:03.770Z
CASE_7916EFB87E,EVID_00011,__risk_signal__credential,0,credential,2026-07-25T15:24:03.770Z
CASE_7916EFB87E,EVID_00011,__risk_signal__threat,0,threat,2026-07-25T15:24:03.770Z
CASE_7916EFB87E,EVID_00012,wallet,2,financial,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00012,verify,1,credential,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00012,reward,1,financial,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00012,payment,1,financial,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00012,__risk_signal__urgency,0,urgency,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00012,__risk_signal__financial,4,financial,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00012,__risk_signal__credential,1,credential,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00012,__risk_signal__threat,0,threat,2026-07-25T15:24:12.180Z
CASE_7916EFB87E,EVID_00013,wallet,4,financial,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00013,reward,1,financial,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00013,prize,1,financial,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00013,payment,1,financial,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00013,__risk_signal__urgency,0,urgency,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00013,__risk_signal__financial,7,financial,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00013,__risk_signal__credential,0,credential,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00013,__risk_signal__threat,0,threat,2026-07-25T15:24:22.559Z
CASE_7916EFB87E,EVID_00014,suspended,2,urgency,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,reward,2,financial,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,kyc,1,credential,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,urgent,1,urgency,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,wallet,1,financial,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,__risk_signal__urgency,3,urgency,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,__risk_signal__financial,3,financial,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,__risk_signal__credential,1,credential,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00014,__risk_signal__threat,0,threat,2026-07-25T15:24:33.467Z
CASE_7916EFB87E,EVID_00015,bank,4,financial,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,account,1,credential,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,reward,1,financial,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,prize,1,financial,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,wallet,1,financial,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,payment,1,financial,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,__risk_signal__urgency,0,urgency,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,__risk_signal__financial,8,financial,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,__risk_signal__credential,1,credential,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00015,__risk_signal__threat,0,threat,2026-07-25T15:24:49.289Z
CASE_7916EFB87E,EVID_00016,wallet,16,financial,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,account,5,credential,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,reward,5,financial,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,bank,4,financial,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,payment,3,financial,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,verify,2,credential,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,kyc,2,credential,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,prize,2,financial,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,threat,2,threat,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,suspended,1,urgency,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,winner,1,financial,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,__risk_signal__urgency,1,urgency,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,__risk_signal__financial,31,financial,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,__risk_signal__credential,9,credential,2026-07-25T15:24:52.213Z
CASE_7916EFB87E,EVID_00016,__risk_signal__threat,2,threat,2026-07-25T15:24:52.213Z
CASE_EE8250FB76,EVID_00005,wallet,16,financial,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,account,5,credential,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,reward,5,financial,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,bank,4,financial,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,payment,3,financial,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,verify,2,credential,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,kyc,2,credential,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,prize,2,financial,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,threat,2,threat,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,suspended,1,urgency,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,winner,1,financial,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,__risk_signal__urgency,1,urgency,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,__risk_signal__financial,31,financial,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,__risk_signal__credential,9,credential,2026-07-25T16:24:17.985Z
CASE_EE8250FB76,EVID_00005,__risk_signal__threat,2,threat,2026-07-25T16:24:17.985Z
CASE_185915593C,EVID_00007,__risk_signal__urgency,0,urgency,2026-07-25T17:16:46.742Z
CASE_185915593C,EVID_00007,__risk_signal__financial,0,financial,2026-07-25T17:16:46.742Z
CASE_185915593C,EVID_00007,__risk_signal__credential,0,credential,2026-07-25T17:16:46.742Z
CASE_185915593C,EVID_00007,__risk_signal__threat,0,threat,2026-07-25T17:16:46.742Z
CASE_185915593C,EVID_00008,wallet,3,financial,2026-07-25T17:17:42.803Z
CASE_185915593C,EVID_00008,verify,2,credential,2026-07-25T17:17:42.803Z
CASE_185915593C,EVID_00008,reward,2,financial,2026-07-25T17:17:42.803Z
CASE_185915593C,EVID_00008,__risk_signal__urgency,0,urgency,2026-07-25T17:17:42.803Z
CASE_185915593C,EVID_00008,__risk_signal__financial,5,financial,2026-07-25T17:17:42.803Z
CASE_185915593C,EVID_00008,__risk_signal__credential,2,credential,2026-07-25T17:17:42.803Z
CASE_185915593C,EVID_00008,__risk_signal__threat,0,threat,2026-07-25T17:17:42.803Z
CASE_185915593C,EVID_00009,reward,3,financial,2026-07-25T17:18:41.731Z
CASE_185915593C,EVID_00009,wallet,3,financial,2026-07-25T17:18:41.731Z
CASE_185915593C,EVID_00009,__risk_signal__urgency,0,urgency,2026-07-25T17:18:41.731Z
CASE_185915593C,EVID_00009,__risk_signal__financial,6,financial,2026-07-25T17:18:41.731Z
CASE_185915593C,EVID_00009,__risk_signal__credential,0,credential,2026-07-25T17:18:41.731Z
CASE_185915593C,EVID_00009,__risk_signal__threat,0,threat,2026-07-25T17:18:41.731Z
CASE_185915593C,EVID_00010,wallet,2,financial,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00010,verify,1,credential,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00010,reward,1,financial,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00010,payment,1,financial,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00010,__risk_signal__urgency,0,urgency,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00010,__risk_signal__financial,4,financial,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00010,__risk_signal__credential,1,credential,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00010,__risk_signal__threat,0,threat,2026-07-25T17:19:04.799Z
CASE_185915593C,EVID_00011,wallet,4,financial,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00011,reward,1,financial,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00011,prize,1,financial,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00011,payment,1,financial,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00011,__risk_signal__urgency,0,urgency,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00011,__risk_signal__financial,7,financial,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00011,__risk_signal__credential,0,credential,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00011,__risk_signal__threat,0,threat,2026-07-25T17:20:06.349Z
CASE_185915593C,EVID_00012,suspended,2,urgency,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00012,reward,2,financial,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00012,urgent,1,urgency,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00012,wallet,1,financial,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00012,__risk_signal__urgency,3,urgency,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00012,__risk_signal__financial,3,financial,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00012,__risk_signal__credential,0,credential,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00012,__risk_signal__threat,0,threat,2026-07-25T17:20:36.103Z
CASE_185915593C,EVID_00013,bank,5,financial,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,reward,1,financial,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,prize,1,financial,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,wallet,1,financial,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,payment,1,financial,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,__risk_signal__urgency,0,urgency,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,__risk_signal__financial,9,financial,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,__risk_signal__credential,0,credential,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00013,__risk_signal__threat,0,threat,2026-07-25T17:26:17.313Z
CASE_185915593C,EVID_00014,wallet,16,financial,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,account,5,credential,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,reward,5,financial,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,bank,4,financial,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,payment,3,financial,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,verify,2,credential,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,kyc,2,credential,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,prize,2,financial,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,threat,2,threat,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,suspended,1,urgency,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,winner,1,financial,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,__risk_signal__urgency,1,urgency,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,__risk_signal__financial,31,financial,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,__risk_signal__credential,9,credential,2026-07-25T17:26:20.558Z
CASE_185915593C,EVID_00014,__risk_signal__threat,2,threat,2026-07-25T17:26:20.558Z
CASE_1A1BF573F3,EVID_00015,wallet,1,financial,2026-08-03T14:00:02.338Z
CASE_1A1BF573F3,EVID_00015,__risk_signal__urgency,0,urgency,2026-08-03T14:00:02.338Z
CASE_1A1BF573F3,EVID_00015,__risk_signal__financial,1,financial,2026-08-03T14:00:02.338Z
CASE_1A1BF573F3,EVID_00015,__risk_signal__credential,0,credential,2026-08-03T14:00:02.338Z
CASE_1A1BF573F3,EVID_00015,__risk_signal__threat,0,threat,2026-08-03T14:00:02.338Z
CASE_1A1BF573F3,EVID_00016,wallet,3,financial,2026-08-03T14:00:13.940Z
CASE_1A1BF573F3,EVID_00016,verify,2,credential,2026-08-03T14:00:13.940Z
CASE_1A1BF573F3,EVID_00016,reward,2,financial,2026-08-03T14:00:13.940Z
CASE_1A1BF573F3,EVID_00016,__risk_signal__urgency,0,urgency,2026-08-03T14:00:13.940Z
CASE_1A1BF573F3,EVID_00016,__risk_signal__financial,5,financial,2026-08-03T14:00:13.940Z
CASE_1A1BF573F3,EVID_00016,__risk_signal__credential,2,credential,2026-08-03T14:00:13.940Z
