timestamp,case_id,module,action,level,message,duration_ms
2026-07-24T16:20:51.706Z,CASE_F1278DD84F,timeline,analyzed,INFO,"2 event(s), stages=['initial_contact', 'financial_transaction'], 2 critical",0.2
2026-07-24T16:20:51.710Z,CASE_F1278DD84F,analytics,generated,INFO,7 entities across 3 type(s),0.1
2026-07-24T16:20:51.712Z,CASE_F1278DD84F,prioritization,prioritized,INFO,score=22.2 level=LOW indicators=1,0.0
2026-07-24T16:20:51.716Z,CASE_F1278DD84F,reporting,generated,INFO,16 sections,0.2
2026-07-24T16:20:51.723Z,CASE_2CF24DBA5F,cross_case_correlation,linked,INFO,"2 related case(s): CASE_F1278DD84F, CASE_8F43434664",3.8
2026-07-24T16:20:51.730Z,CASE_2CF24DBA5F,reporting,generated,INFO,16 sections,1.0
2026-07-24T16:20:51.733Z,CASE_8F43434664,cross_case_correlation,linked,INFO,"2 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F",1.1
2026-07-24T16:20:51.737Z,CASE_8F43434664,reporting,generated,INFO,16 sections,1.1
2026-07-24T16:20:51.738Z,CASE_F1278DD84F,phase2_pipeline,cross_case_propagated,INFO,"updated 2 linked case(s): CASE_2CF24DBA5F, CASE_8F43434664",0.0
2026-07-24T16:20:51.738Z,CASE_F1278DD84F,phase2_pipeline,completed,INFO,"modules_ok=['analytics', 'campaigns', 'correlation', 'cross_case', 'graph', 'priority', 'report', 'suspects', 'timeline'] failures=none",55.6
2026-07-24T16:20:56.659Z,CASE_85B2471DFB,phase2_pipeline,started,INFO,2 evidence item(s),0.0
2026-07-24T16:20:56.662Z,CASE_85B2471DFB,correlation,analyzed,INFO,"1/1 related pairs, strongest=EVID_00009|EVID_00010",0.2
2026-07-24T16:20:56.663Z,CASE_85B2471DFB,cross_case_correlation,linked,INFO,"3 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_8F43434664",0.2
2026-07-24T16:20:56.664Z,CASE_85B2471DFB,graph,built,INFO,"3 nodes, 3 edges, 1 component(s)",0.1
2026-07-24T16:20:56.665Z,CASE_85B2471DFB,campaigns,clustered,INFO,"0 campaign(s), 2 unclustered item(s)",0.0
2026-07-24T16:20:56.666Z,CASE_85B2471DFB,suspects,assessed,INFO,"0 suspect anchor(s), top=none",0.0
2026-07-24T16:20:56.667Z,CASE_85B2471DFB,timeline,analyzed,INFO,"2 event(s), stages=['initial_contact', 'financial_transaction'], 2 critical",0.1
2026-07-24T16:20:56.669Z,CASE_85B2471DFB,analytics,generated,INFO,7 entities across 3 type(s),0.1
2026-07-24T16:20:56.671Z,CASE_85B2471DFB,prioritization,prioritized,INFO,score=22.2 level=LOW indicators=1,0.0
2026-07-24T16:20:56.673Z,CASE_85B2471DFB,reporting,generated,INFO,16 sections,0.2
2026-07-24T16:20:56.676Z,CASE_2CF24DBA5F,cross_case_correlation,linked,INFO,"3 related case(s): CASE_F1278DD84F, CASE_85B2471DFB, CASE_8F43434664",1.0
2026-07-24T16:20:56.679Z,CASE_2CF24DBA5F,reporting,generated,INFO,16 sections,0.9
2026-07-24T16:20:56.681Z,CASE_F1278DD84F,cross_case_correlation,linked,INFO,"3 related case(s): CASE_2CF24DBA5F, CASE_85B2471DFB, CASE_8F43434664",0.7
2026-07-24T16:20:56.685Z,CASE_F1278DD84F,reporting,generated,INFO,16 sections,0.7
2026-07-24T16:20:56.690Z,CASE_8F43434664,cross_case_correlation,linked,INFO,"3 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_85B2471DFB",1.1
2026-07-24T16:20:56.695Z,CASE_8F43434664,reporting,generated,INFO,16 sections,1.0
2026-07-24T16:20:56.695Z,CASE_85B2471DFB,phase2_pipeline,cross_case_propagated,INFO,"updated 3 linked case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_8F43434664",0.0
2026-07-24T16:20:56.695Z,CASE_85B2471DFB,phase2_pipeline,completed,INFO,"modules_ok=['analytics', 'campaigns', 'correlation', 'cross_case', 'graph', 'priority', 'report', 'suspects', 'timeline'] failures=none",37.5
2026-07-25T10:16:04.075Z,CASE_2CF24DBA5F,cross_case_correlation,linked,INFO,"4 related case(s): CASE_F1278DD84F, CASE_85B2471DFB, CASE_8F43434664, CASE_88D4266FD4",1.4
2026-07-25T10:16:04.184Z,CASE_2CF24DBA5F,reporting,generated,INFO,19 sections,2.9
2026-07-25T10:16:04.187Z,CASE_8F43434664,cross_case_correlation,linked,INFO,"4 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_85B2471DFB, CASE_88D4266FD4",1.7
2026-07-25T10:16:04.268Z,CASE_8F43434664,reporting,generated,INFO,19 sections,2.4
2026-07-25T10:16:04.272Z,CASE_F1278DD84F,cross_case_correlation,linked,INFO,"4 related case(s): CASE_2CF24DBA5F, CASE_85B2471DFB, CASE_8F43434664, CASE_88D4266FD4",1.3
2026-07-25T10:16:04.352Z,CASE_F1278DD84F,reporting,generated,INFO,19 sections,2.1
2026-07-25T10:16:04.356Z,CASE_85B2471DFB,cross_case_correlation,linked,INFO,"4 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_8F43434664, CASE_88D4266FD4",1.3
2026-07-25T10:16:04.434Z,CASE_85B2471DFB,reporting,generated,INFO,19 sections,3.3
2026-07-25T10:41:24.539Z,CASE_2CF24DBA5F,cross_case_correlation,linked,INFO,"3 related case(s): CASE_F1278DD84F, CASE_85B2471DFB, CASE_8F43434664",2.0
2026-07-25T10:41:24.617Z,CASE_2CF24DBA5F,reporting,generated,INFO,19 sections,3.3
2026-07-25T10:41:24.621Z,CASE_8F43434664,cross_case_correlation,linked,INFO,"3 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_85B2471DFB",1.2
2026-07-25T10:41:24.684Z,CASE_8F43434664,reporting,generated,INFO,19 sections,3.3
2026-07-25T10:41:24.688Z,CASE_F1278DD84F,cross_case_correlation,linked,INFO,"3 related case(s): CASE_2CF24DBA5F, CASE_85B2471DFB, CASE_8F43434664",1.6
2026-07-25T10:41:24.753Z,CASE_F1278DD84F,reporting,generated,INFO,19 sections,3.6
2026-07-25T10:41:24.757Z,CASE_85B2471DFB,cross_case_correlation,linked,INFO,"3 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_8F43434664",1.2
2026-07-25T10:41:24.821Z,CASE_85B2471DFB,reporting,generated,INFO,19 sections,2.8
2026-07-25T11:54:35.852Z,CASE_2CF24DBA5F,correlation,analyzed,INFO,"3/3 related pairs, strongest=EVID_00001|EVID_00002",0.4
2026-07-25T11:54:35.955Z,CASE_2CF24DBA5F,cross_case_correlation,linked,INFO,0 related case(s): none,0.1
2026-07-25T11:54:36.093Z,CASE_2CF24DBA5F,timeline,analyzed,INFO,"3 event(s), resolved=3, inferred=2",70.2
2026-07-25T11:54:36.290Z,CASE_2CF24DBA5F,graph,built,INFO,"13 nodes, 14 edges, 1 component(s)",0.9
2026-07-25T11:54:36.298Z,CASE_2CF24DBA5F,phase2_pipeline,timeline_graph_refreshed,INFO,"3 evidence item(s), 3 event(s), 13 graph node(s)",0.0
2026-07-25T11:54:37.839Z,CASE_8F43434664,correlation,analyzed,INFO,"3/3 related pairs, strongest=EVID_00004|EVID_00005",0.4
2026-07-25T11:54:37.923Z,CASE_8F43434664,cross_case_correlation,linked,INFO,1 related case(s): CASE_2CF24DBA5F,0.2
2026-07-25T11:54:37.987Z,CASE_8F43434664,timeline,analyzed,INFO,"3 event(s), resolved=3, inferred=2",0.8
2026-07-25T11:54:38.131Z,CASE_8F43434664,graph,built,INFO,"15 nodes, 17 edges, 1 component(s)",0.5
2026-07-25T11:54:38.138Z,CASE_8F43434664,phase2_pipeline,timeline_graph_refreshed,INFO,"3 evidence item(s), 3 event(s), 15 graph node(s)",0.0
2026-07-25T11:54:39.399Z,CASE_F1278DD84F,correlation,analyzed,INFO,"1/1 related pairs, strongest=EVID_00007|EVID_00008",0.3
2026-07-25T11:54:39.500Z,CASE_F1278DD84F,cross_case_correlation,linked,INFO,"2 related case(s): CASE_2CF24DBA5F, CASE_8F43434664",0.2
2026-07-25T11:54:39.572Z,CASE_F1278DD84F,timeline,analyzed,INFO,"2 event(s), resolved=2, inferred=1",0.5
2026-07-25T11:54:39.801Z,CASE_F1278DD84F,graph,built,INFO,"16 nodes, 20 edges, 1 component(s)",1.3
2026-07-25T11:54:39.809Z,CASE_F1278DD84F,phase2_pipeline,timeline_graph_refreshed,INFO,"2 evidence item(s), 2 event(s), 16 graph node(s)",0.0
2026-07-25T11:54:41.038Z,CASE_85B2471DFB,correlation,analyzed,INFO,"1/1 related pairs, strongest=EVID_00009|EVID_00010",0.3
2026-07-25T11:54:41.132Z,CASE_85B2471DFB,cross_case_correlation,linked,INFO,"3 related case(s): CASE_2CF24DBA5F, CASE_F1278DD84F, CASE_8F43434664",0.4
2026-07-25T11:54:41.201Z,CASE_85B2471DFB,timeline,analyzed,INFO,"2 event(s), resolved=2, inferred=1",0.5
2026-07-25T11:54:41.379Z,CASE_85B2471DFB,graph,built,INFO,"19 nodes, 26 edges, 1 component(s)",0.9
2026-07-25T11:54:41.387Z,CASE_85B2471DFB,phase2_pipeline,timeline_graph_refreshed,INFO,"2 evidence item(s), 2 event(s), 19 graph node(s)",0.0
2026-07-25T11:55:14.960Z,CASE_2CF24DBA5F,correlation,analyzed,INFO,"3/3 related pairs, strongest=EVID_00001|EVID_00002",0.7
2026-07-25T11:55:15.074Z,CASE_2CF24DBA5F,cross_case_correlation,linked,INFO,"3 related case(s): CASE_F1278DD84F, CASE_85B2471DFB, CASE_8F43434664",0.6
2026-07-25T11:55:15.217Z,CASE_2CF24DBA5F,timeline,analyzed,INFO,"3 event(s), resolved=3, inferred=2",75.7
2026-07-25T11:55:15.410Z,CASE_2CF24DBA5F,graph,built,INFO,"21 nodes, 29 edges, 1 component(s)",1.6
2026-07-25T11:55:15.418Z,CASE_2CF24DBA5F,phase2_pipeline,timeline_graph_refreshed,INFO,"3 evidence item(s), 3 event(s), 21 graph node(s)",0.0
2026-07-25T11:55:15.594Z,CASE_8F43434664,correlation,analyzed,INFO,"3/3 related pairs, strongest=EVID_00004|EVID_00005",0.4
2026-07-25T11:55:15.702Z,CASE_8F43434664,cross_case_correlation,linked,INFO,"3 related case(s): CASE_F1278DD84F, CASE_85B2471DFB, CASE_2CF24DBA5F",0.4
2026-07-25T11:55:15.773Z,CASE_8F43434664,timeline,analyzed,INFO,"3 event(s), resolved=3, inferred=2",0.5
2026-07-25T11:55:15.954Z,CASE_8F43434664,graph,built,INFO,"21 nodes, 27 edges, 1 component(s)",1.5
2026-07-25T11:55:15.961Z,CASE_8F43434664,phase2_pipeline,timeline_graph_refreshed,INFO,"3 evidence item(s), 3 event(s), 21 graph node(s)",0.0
2026-07-25T11:55:16.156Z,CASE_F1278DD84F,correlation,analyzed,INFO,"1/1 related pairs, strongest=EVID_00007|EVID_00008",0.3
2026-07-25T11:55:16.277Z,CASE_F1278DD84F,cross_case_correlation,linked,INFO,"3 related case(s): CASE_85B2471DFB, CASE_2CF24DBA5F, CASE_8F43434664",0.5
2026-07-25T11:55:16.349Z,CASE_F1278DD84F,timeline,analyzed,INFO,"2 event(s), resolved=2, inferred=1",0.6
2026-07-25T11:55:16.544Z,CASE_F1278DD84F,graph,built,INFO,"19 nodes, 26 edges, 1 component(s)",0.8
2026-07-25T11:55:16.551Z,CASE_F1278DD84F,phase2_pipeline,timeline_graph_refreshed,INFO,"2 evidence item(s), 2 event(s), 19 graph node(s)",0.0
2026-07-25T11:55:16.721Z,CASE_85B2471DFB,correlation,analyzed,INFO,"1/1 related pairs, strongest=EVID_00009|EVID_00010",0.2
2026-07-25T11:55:16.827Z,CASE_85B2471DFB,timeline,analyzed,INFO,"2 event(s), resolved=2, inferred=1",0.4
2026-07-25T11:55:17.020Z,CASE_85B2471DFB,graph,built,INFO,"19 nodes, 26 edges, 1 component(s)",0.7
2026-07-25T11:55:17.028Z,CASE_85B2471DFB,phase2_pipeline,timeline_graph_refreshed,INFO,"2 evidence item(s), 2 event(s), 19 graph node(s)",0.0
2026-07-25T14:07:46.419Z,CASE_7916EFB87E,correlation,analyzed,INFO,"0/0 related pairs, strongest=none",0.0
2026-07-25T14:07:46.427Z,CASE_7916EFB87E,cross_case_correlation,linked,INFO,0 related case(s): none,0.0
2026-07-25T14:07:46.439Z,CASE_7916EFB87E,timeline,analyzed,INFO,"1 event(s), resolved=1, inferred=1",5.6
2026-07-25T14:07:46.458Z,CASE_7916EFB87E,graph,built,INFO,"3 nodes, 2 edges, 1 component(s)",0.4
2026-07-25T14:07:46.459Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"1 evidence item(s), 1 event(s), 3 graph node(s)",0.0
2026-07-25T14:07:54.949Z,CASE_7916EFB87E,correlation,analyzed,INFO,"1/1 related pairs, strongest=EVID_00009|EVID_00010",0.3
2026-07-25T14:07:54.981Z,CASE_7916EFB87E,timeline,analyzed,INFO,"2 event(s), resolved=2, inferred=2",0.4
2026-07-25T14:07:55.001Z,CASE_7916EFB87E,graph,built,INFO,"14 nodes, 14 edges, 1 component(s)",0.7
2026-07-25T14:07:55.004Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"2 evidence item(s), 2 event(s), 14 graph node(s)",0.0
2026-07-25T14:07:59.398Z,CASE_7916EFB87E,correlation,analyzed,INFO,"3/3 related pairs, strongest=EVID_00009|EVID_00010",0.5
2026-07-25T14:07:59.409Z,CASE_7916EFB87E,timeline,analyzed,INFO,"3 event(s), resolved=3, inferred=3",0.6
2026-07-25T14:07:59.431Z,CASE_7916EFB87E,graph,built,INFO,"19 nodes, 21 edges, 1 component(s)",0.8
2026-07-25T14:07:59.432Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"3 evidence item(s), 3 event(s), 19 graph node(s)",0.0
2026-07-25T14:08:04.767Z,CASE_7916EFB87E,correlation,analyzed,INFO,"6/6 related pairs, strongest=EVID_00010|EVID_00012",0.7
2026-07-25T14:08:04.779Z,CASE_7916EFB87E,timeline,analyzed,INFO,"4 event(s), resolved=4, inferred=4",0.6
2026-07-25T14:08:04.797Z,CASE_7916EFB87E,graph,built,INFO,"23 nodes, 29 edges, 1 component(s)",1.3
2026-07-25T14:08:04.798Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"4 evidence item(s), 4 event(s), 23 graph node(s)",0.0
2026-07-25T14:08:10.293Z,CASE_7916EFB87E,correlation,analyzed,INFO,"10/10 related pairs, strongest=EVID_00010|EVID_00013",0.8
2026-07-25T14:08:10.310Z,CASE_7916EFB87E,timeline,analyzed,INFO,"5 event(s), resolved=5, inferred=5",5.8
2026-07-25T14:08:10.329Z,CASE_7916EFB87E,graph,built,INFO,"30 nodes, 43 edges, 1 component(s)",2.7
2026-07-25T14:08:10.330Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"5 evidence item(s), 5 event(s), 30 graph node(s)",0.0
2026-07-25T14:08:16.066Z,CASE_7916EFB87E,correlation,analyzed,INFO,"15/15 related pairs, strongest=EVID_00010|EVID_00013",1.4
2026-07-25T14:08:16.081Z,CASE_7916EFB87E,timeline,analyzed,INFO,"6 event(s), resolved=6, inferred=6",1.2
2026-07-25T14:08:16.103Z,CASE_7916EFB87E,graph,built,INFO,"33 nodes, 53 edges, 1 component(s)",1.8
2026-07-25T14:08:16.104Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"6 evidence item(s), 6 event(s), 33 graph node(s)",0.0
2026-07-25T14:08:25.293Z,CASE_7916EFB87E,correlation,analyzed,INFO,"21/21 related pairs, strongest=EVID_00010|EVID_00013",1.4
2026-07-25T14:08:25.309Z,CASE_7916EFB87E,timeline,analyzed,INFO,"7 event(s), resolved=7, inferred=7",1.5
2026-07-25T14:08:25.334Z,CASE_7916EFB87E,graph,built,INFO,"38 nodes, 61 edges, 1 component(s)",3.0
2026-07-25T14:08:25.335Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"7 evidence item(s), 7 event(s), 38 graph node(s)",0.0
2026-07-25T14:08:27.745Z,CASE_7916EFB87E,correlation,analyzed,INFO,"28/28 related pairs, strongest=EVID_00013|EVID_00016",3.3
2026-07-25T14:08:27.764Z,CASE_7916EFB87E,timeline,analyzed,INFO,"8 event(s), resolved=8, inferred=8",2.4
2026-07-25T14:08:27.791Z,CASE_7916EFB87E,graph,built,INFO,"49 nodes, 92 edges, 1 component(s)",3.3
2026-07-25T14:08:27.791Z,CASE_7916EFB87E,phase2_pipeline,timeline_graph_refreshed,INFO,"8 evidence item(s), 8 event(s), 49 graph node(s)",0.0
2026-07-25T14:09:34.262Z,CASE_7916EFB87E,phase2_pipeline,started,INFO,8 evidence item(s),0.0
2026-07-25T14:09:34.277Z,CASE_7916EFB87E,correlation,analyzed,INFO,"28/28 related pairs, strongest=EVID_00013|EVID_00016",4.2
2026-07-25T14:09:34.296Z,CASE_7916EFB87E,timeline,analyzed,INFO,"8 event(s), resolved=8, inferred=8",2.7
2026-07-25T14:09:34.323Z,CASE_7916EFB87E,graph,built,INFO,"49 nodes, 92 edges, 1 component(s)",2.7
2026-07-25T14:09:34.329Z,CASE_7916EFB87E,campaigns,clustered,INFO,"1 campaign(s), 3 unclustered item(s)",0.5
2026-07-25T14:09:34.341Z,CASE_7916EFB87E,suspects,assessed,INFO,"12 suspect anchor(s), top=SUSPECT_CASE_7916EFB87E_06",1.9
2026-07-25T14:09:34.358Z,CASE_7916EFB87E,analytics,generated,INFO,47 entities across 10 type(s),0.5
2026-07-25T14:09:34.366Z,CASE_7916EFB87E,prioritization,prioritized,INFO,score=71.2 level=HIGH indicators=2,0.0
2026-07-25T14:09:34.857Z,CASE_7916EFB87E,reporting,generated,INFO,19 sections,161.9
2026-07-25T14:09:34.858Z,CASE_7916EFB87E,phase2_pipeline,completed,INFO,"modules_ok=['analytics', 'campaigns', 'correlation', 'cross_case', 'graph', 'priority', 'report', 'suspects', 'timeline'] failures=none",608.8
